"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"METTL7A",3.2018161690526e-05,0.263320811031996,0.329,0.213,0.653970952528994,"14","METTL7A"
"HLA-DOA",0.000177205884943581,0.275013384882331,0.289,0.182,1,"14","HLA-DOA"
"ZNF92",0.00138499435629818,0.251327880369125,0.289,0.204,1,"14","ZNF92"
"BHLHE40",1.80206942492453e-17,0.255516710145145,0.269,0.07,3.68072680040836e-13,"15","BHLHE40"
"FBXO6",3.67803644671563e-17,0.26793254410159,0.338,0.106,7.51238944241668e-13,"15","FBXO6"
"MPC1",2.56370866246763e-08,0.276640755149064,0.477,0.269,0.000523637494309013,"15","MPC1"
"PIGT",1.00142613445663e-07,0.256748269540313,0.415,0.223,0.00204541287962766,"15","PIGT"
"JSRP1",0,1.44140074783595,0.777,0.004,0,"16","JSRP1"
"TNFRSF17",0,1.26353828565598,0.893,0.004,0,"16","TNFRSF17"
"IGKV4-1",0,1.13088454015643,0.277,0.001,0,"16","IGKV4-1"
"SDC1",0,0.889028493298928,0.804,0.009,0,"16","SDC1"
"DUSP5",0,0.822524947863432,0.714,0.022,0,"16","DUSP5"
"IGLV3-1",0,0.717528287089732,0.366,0,0,"16","IGLV3-1"
"TXNDC5",0,0.624336624042529,0.795,0.015,0,"16","TXNDC5"
"SPAG4",0,0.598995269303394,0.777,0.006,0,"16","SPAG4"
"DNAAF1",0,0.558660091479104,0.42,0.001,0,"16","DNAAF1"
"AC012236.1",0,0.429314958933851,0.625,0.014,0,"16","AC012236.1"
"BHLHE41",0,0.41615698029267,0.589,0.002,0,"16","BHLHE41"
"CHPF",0,0.41199070217124,0.705,0.008,0,"16","CHPF"
"IGF1",0,0.406635606641866,0.429,0.001,0,"16","IGF1"
"GAS6",0,0.397348496457486,0.661,0.025,0,"16","GAS6"
"U62317.5",0,0.323922498282941,0.393,0.007,0,"16","U62317.5"
"FAM92B",0,0.32244014159107,0.455,0,0,"16","FAM92B"
"SCNN1B",0,0.317367248620345,0.58,0,0,"16","SCNN1B"
"PARM1",0,0.282618584027955,0.616,0.002,0,"16","PARM1"
"WNT10A",0,0.263122994138935,0.402,0.002,0,"16","WNT10A"
"BEX5",0,0.258595279293315,0.464,0.006,0,"16","BEX5"
"CCR10",0,0.252369502274395,0.366,0.004,0,"16","CCR10"
"SELENOM",8.94681998296717e-273,1.05133781980657,0.848,0.054,1.82738798152104e-268,"16","SELENOM"
"IGHG1",7.56556594965124e-255,5.47791666667069,0.714,0.042,1.54526684521627e-250,"16","IGHG1"
"IGHA2",8.58370292019086e-232,3.10342356671774,0.357,0.01,1.75322132144898e-227,"16","IGHA2"
"DNAJB9",1.06936438677667e-229,0.811884639930878,0.875,0.068,2.18417675999136e-225,"16","DNAJB9"
"PAIP2B",1.45300006995302e-228,0.305683657042712,0.554,0.026,2.96775264287904e-224,"16","PAIP2B"
"CERCAM",3.03706346080272e-189,0.267276853003425,0.5,0.025,6.20320211868955e-185,"16","CERCAM"
"WIPI1",6.30098027075881e-169,0.29585962770114,0.616,0.043,1.28697522030249e-164,"16","WIPI1"
"ANKRD37",9.61880545421933e-145,0.329523123614924,0.411,0.023,1.9646410140243e-140,"16","ANKRD37"
"PRDX4",1.76507454071304e-139,1.92940333483373,0.929,0.167,3.60516474940638e-135,"16","PRDX4"
"SIL1",3.00104683323966e-129,0.599405265232374,0.848,0.106,6.12963815689201e-125,"16","SIL1"
"MEI1",1.89970727418228e-121,0.488851085479552,0.759,0.085,3.88015210751732e-117,"16","MEI1"
"FICD",1.24302147201437e-114,0.25659015523336,0.518,0.044,2.53887135658935e-110,"16","FICD"
"MANEA",7.08803582482133e-110,0.275752846514467,0.58,0.057,1.44773131721976e-105,"16","MANEA"
"IGHG2",2.88549216463951e-103,4.63375101816775,0.509,0.05,5.89361774627621e-99,"16","IGHG2"
"NEU1",7.43535590642492e-99,0.305833206705644,0.741,0.095,1.51867144388729e-94,"16","NEU1"
"ARSA",2.45124727147448e-95,0.35724966199132,0.732,0.097,5.00667255198662e-91,"16","ARSA"
"C11orf24",1.88486559335334e-94,0.318962179588951,0.598,0.07,3.84983797442419e-90,"16","C11orf24"
"TXNDC15",1.51064989560697e-93,0.764780136754665,0.866,0.161,3.08550241177723e-89,"16","TXNDC15"
"TXNDC11",7.49020350775701e-84,0.489896589633555,0.696,0.106,1.52987406645937e-79,"16","TXNDC11"
"HSPA13",7.94788148489457e-82,0.29583356358975,0.67,0.094,1.62335479328971e-77,"16","HSPA13"
"SRPRB",1.5278101448196e-65,0.319621330151232,0.696,0.123,3.12055222079402e-61,"16","SRPRB"
"SEL1L",5.03081582943036e-60,0.559959621982834,0.866,0.21,1.02754413316115e-55,"16","SEL1L"
"MIR155HG",2.11831332500938e-56,0.282582813331786,0.321,0.034,4.32665496633166e-52,"16","MIR155HG"
"TAPBPL",7.96993463730224e-55,0.290670559737471,0.812,0.169,1.62785914966898e-50,"16","TAPBPL"
"SEC61A1",9.93149292573488e-48,0.317129779769571,0.768,0.174,2.02850743008135e-43,"16","SEC61A1"
"DNAJC3",2.96246088497051e-39,0.357076485838058,0.812,0.23,6.05082635755228e-35,"16","DNAJC3"
"SPATS2",2.7244328141595e-38,0.27491484110298,0.732,0.189,5.56465402292078e-34,"16","SPATS2"
"SLC35B1",2.11298527417335e-37,0.261048049190554,0.804,0.214,4.31577242249907e-33,"16","SLC35B1"
"IFNAR2",6.08036592919996e-37,0.270513798505612,0.714,0.183,1.24191474103909e-32,"16","IFNAR2"
"ALG5",2.54195476648343e-34,0.343271895898736,0.804,0.237,5.19194261054241e-30,"16","ALG5"
"ARL1",4.4203736875016e-34,0.26556306621937,0.732,0.201,9.02861325672201e-30,"16","ARL1"
"HNRNPK",9.10412063633376e-34,-1.07577972168742,0.723,0.83,1.85951663997117e-29,"16","HNRNPK"
"DNAJB11",1.34761999773176e-31,0.294211145566946,0.812,0.25,2.75251384536712e-27,"16","DNAJB11"
"ARF4",1.77902786786388e-28,0.35326364722279,0.866,0.3,3.63366442011197e-24,"16","ARF4"
"SRPRA",6.68463021335014e-26,0.295089848838821,0.821,0.284,1.36533572107677e-21,"16","SRPRA"
"CSDE1",1.612240725059e-10,-0.561918255205433,0.705,0.66,3.293001680933e-06,"16","CSDE1"
"SBNO1",1.91389815498613e-07,-0.480624464221719,0.188,0.37,0.00390913698155917,"16","SBNO1"
"UBAC2",2.01119650179886e-07,-0.33312595292899,0.062,0.268,0.00410786885492417,"16","UBAC2"
"POLR2A",2.21021695051096e-07,-0.464347869820887,0.205,0.38,0.00451436812141863,"16","POLR2A"
"HERC1",8.28556765071662e-07,-0.440575865885375,0.17,0.345,0.0169232719265887,"16","HERC1"
"PML",9.72822522631044e-07,-0.360258508138321,0.107,0.293,0.0198699000247391,"16","PML"
"DR1",1.00817822557551e-06,-0.308648652941538,0.152,0.34,0.0205920402573797,"16","DR1"
"ADD1",3.28264196434596e-06,-0.505057079285452,0.348,0.449,0.0670479621217662,"16","ADD1"
"EIF1B",3.34981545509994e-06,-0.52290456800572,0.518,0.515,0.0684199806704163,"16","EIF1B"
"AP1M1",5.64855244055028e-06,-0.302021273969093,0.089,0.265,0.115371683598239,"16","AP1M1"
"ENY2",8.24792194640346e-06,-0.503189377480468,0.661,0.567,0.168463805755291,"16","ENY2"
"PPP4C",8.537333002749e-06,-0.442539362052468,0.429,0.476,0.174375026581148,"16","PPP4C"
"RBM4",9.30311867021075e-06,-0.379883706524599,0.152,0.307,0.190016198839055,"16","RBM4"
"EIF4H",1.23025187944138e-05,-0.477858336260368,0.402,0.459,0.251278946375901,"16","EIF4H"
"PPP4R3A",1.24133427928992e-05,-0.389792781169205,0.17,0.317,0.253542526544966,"16","PPP4R3A"
"PQLC1",1.5389934787005e-05,-0.328059906958062,0.125,0.278,0.314339418024577,"16","PQLC1"
"MRPL28",2.56767378671318e-05,-0.395531610201831,0.241,0.356,0.524447370936166,"16","MRPL28"
"SVBP",2.6464752695217e-05,-0.349747191173682,0.179,0.315,0.540542573799808,"16","SVBP"
"DMTF1",2.97239332732182e-05,-0.320921955875766,0.107,0.258,0.607111337105483,"16","DMTF1"
"DDX39B",3.36443511187381e-05,-0.354173217392572,0.152,0.295,0.687185871600225,"16","DDX39B"
"WDR82",5.08835244305615e-05,-0.350587465445595,0.25,0.367,1,"16","WDR82"
"ATP6V1H",5.3066113550722e-05,-0.295757863577795,0.107,0.255,1,"16","ATP6V1H"
"SCNM1",6.45874749741243e-05,-0.300727808348963,0.116,0.261,1,"16","SCNM1"
"SFT2D2",6.60228447574256e-05,-0.382121709657499,0.196,0.319,1,"16","SFT2D2"
"IST1",7.39383204987713e-05,-0.370694728673033,0.179,0.304,1,"16","IST1"
"MBD5",8.05924801544049e-05,-0.35280395012349,0.152,0.284,1,"16","MBD5"
"DHX9",8.69042112745722e-05,-0.400895002104145,0.232,0.342,1,"16","DHX9"
"PUM2",0.00010694398418417,-0.360471627706912,0.17,0.293,1,"16","PUM2"
"TROVE2",0.00011082265320717,-0.433412792092878,0.295,0.378,1,"16","TROVE2"
"NCOA1",0.000176422977425105,-0.374588461749576,0.143,0.267,1,"16","NCOA1"
"RAB5B",0.000180169933846841,-0.35015616830807,0.179,0.298,1,"16","RAB5B"
"EPS15",0.000181153885267113,-0.403165422210445,0.25,0.346,1,"16","EPS15"
"EFCAB14",0.000242282453621638,-0.340583619903961,0.143,0.264,1,"16","EFCAB14"
"KPNA6",0.000265296428703064,-0.349250904639539,0.188,0.298,1,"16","KPNA6"
"SF3A1",0.000303796908239992,-0.324424722104559,0.17,0.28,1,"16","SF3A1"
"ZC3H18",0.000312324206898597,-0.309356481253557,0.152,0.269,1,"16","ZC3H18"
"TPD52L2",0.000328768744526675,-0.269532660262368,0.143,0.268,1,"16","TPD52L2"
